10026962,Tokopah Falls via Tokopah Valley Trail,Sequoia and Kings Canyon National Parks,Sequoia and Kings Canyon National Parks,California,United States,"{'lat': 36.60485, 'lng': -118.72401}",32.7913,6437.36,194.7672,3,out and back,2,4.5,496,"['dogs-no', 'forest', 'kids', 'partially-paved', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10028848,Lassen Peak,Lassen Volcanic National Park,Old Station,California,United States,"{'lat': 40.47458, 'lng': -121.5057}",32.6439,8207.634,599.8464,5,out and back,3,5,614,"['dogs-no', 'forest', 'lake', 'hot-springs', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running', 'cross-country-skiing']",i
10031466,Mist Falls Trail,Sequoia and Kings Canyon National Parks,Hume,California,United States,"{'lat': 36.79495, 'lng': -118.58315}",31.6191,13035.654,270.9672,3,out and back,3,5,315,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'horseback-riding']",i
10006090,"Heather Lake, Emerald Lake, and Pear Lake Trail via Watchtower and Pear Lake Trails",Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.59655, 'lng': -118.73438}",31.3838,18990.212,887.8824,5,out and back,3,5,315,"['dogs-no', 'forest', 'lake', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'fly-fishing']",i
10031888,Barker Dam Nature Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.02511, 'lng': -116.14173}",30.1796,2896.812,19.812,1,out and back,3,4.5,480,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running', 'walking']",i
10235992,General Sherman Tree Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.58498, 'lng': -118.74978}",29.826,1287.472,46.9392,1,out and back,4,4.5,442,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'strollers', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10235907,Bridalveil Fall Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.71658, 'lng': -119.65118}",29.4481,804.67,24.9936,1,out and back,3,4.5,455,"['dogs-leash', 'forest', 'kids', 'paved', 'strollers', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10027546,Marble Falls Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.51464, 'lng': -118.80085}",28.507,11909.116,495.9096,3,out and back,3,4.5,381,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10035554,Hidden Valley Nature Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.01234, 'lng': -116.16807}",27.9587,1609.34,34.7472,1,loop,3,4.5,500,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running', 'walking']",i
10028653,Taft Point and The Fissures,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.71241, 'lng': -119.58631}",27.694,3701.482,113.9952,1,out and back,3,4.5,297,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10033156,Rae Lakes Trail,Sequoia and Kings Canyon National Parks,Cedar Grove,California,United States,"{'lat': 36.79468, 'lng': -118.58289}",27.001,66626.676,2390.8512,5,loop,2,5,189,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
10031456,Congress Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.58448, 'lng': -118.74988}",26.8115,5149.888,151.7904,1,loop,2,4.5,316,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'strollers', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10002863,Cathedral Lakes Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.87338, 'lng': -119.38261}",26.3724,13840.324,472.7448,3,out and back,2,4.5,248,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'fishing', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10003872,Lost Palms Oasis,Joshua Tree National Park,Indio,California,United States,"{'lat': 33.73685, 'lng': -115.81058}",26.1245,11587.248,312.7248,3,out and back,2,4.5,295,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i
10010871,Vernal and Nevada Falls via the Panorama Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.72731, 'lng': -119.57471}",26.0974,14484.06,297.7896,5,point to point,2,5,207,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
10013977,Condor Gulch Trail to High Peaks Trail Loop,Pinnacles National Park,Paicines,California,United States,"{'lat': 36.48145, 'lng': -121.18174}",25.0432,8690.436,484.9368,5,loop,3,4.5,282,"['cave', 'dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i
10019827,Arch Rock Nature Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 33.984140000000004, 'lng': -116.01655}",24.81,1126.538,7.9248,1,out and back,2,4.5,251,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
10235908,Columbia Rock Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.74208, 'lng': -119.60195}",24.7999,2092.142,288.9504,3,out and back,2,4.5,380,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10037289,Porcupine Creek Trail to Indian Ridge Natural Arch to North Dome,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.80649, 'lng': -119.54523}",24.4063,16737.136,636.7272,3,out and back,1,5,221,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10034036,Fortynine Palms Oasis Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.11922, 'lng': -116.11198}",24.2376,4506.152,188.976,3,out and back,3,4.5,381,"['dogs-no', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",i
10004781,John Muir Trail via Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.73476, 'lng': -119.56629}",24.0723,326856.954,14029.944,5,point to point,3,4.5,129,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",i
10031887,Lost Horse Mine Loop Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 33.95082, 'lng': -116.15985}",23.7689,11104.446,277.9776,3,loop,3,4.5,358,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking', 'nature-trips', 'trail-running']",i
10012390,Mariposa Grove of Giant Sequoias Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.50221, 'lng': -119.61064}",23.5256,9012.304,367.8936,3,loop,3,4.5,262,"['dogs-no', 'forest', 'historic-site', 'kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10235922,Chilnualna Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.54839, 'lng': -119.634}",23.3042,12713.786,666.9024,3,out and back,3,4.5,297,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'horseback-riding']",i
10006688,Badwater Basin Salt Flats Trail,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.23035, 'lng': -116.7668}",23.0844,2896.812,2.7432,1,out and back,3,4.5,259,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10293225,Sentinel Dome and Taft Point Loop,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.71247, 'lng': -119.58638}",22.7858,8207.634,341.9856,3,loop,3,5,232,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10298575,Nevada Falls,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.73251, 'lng': -119.55906}",22.0603,8690.436,669.9504,5,out and back,3,5,286,"['forest', 'partially-paved', 'river', 'views', 'waterfall']","['hiking', 'trail-running', 'walking']",i
10274952,Tall Trees Grove Loop Trail,Redwood National Park,Trinidad,California,United States,"{'lat': 41.20785, 'lng': -123.99318}",21.9301,5310.822,227.9904,3,loop,2,4.5,247,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10023775,Skull Rock Nature Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 33.99797, 'lng': -116.05998}",21.7608,2735.878,48.768,1,loop,3,4,231,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking', 'nature-trips', 'rock-climbing', 'walking']",i
10014345,Clouds Rest Trail from Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.73467, 'lng': -119.56635}",21.5626,28968.12,1920.8496,5,out and back,3,5,123,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10033137,General Grant Loop Trail,Sequoia and Kings Canyon National Parks,Dunlap,California,United States,"{'lat': 36.74697, 'lng': -118.97319}",21.277,804.67,8.8392,1,loop,2,4.5,242,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10013813,El Capitan Trail (historical),Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.74237, 'lng': -119.60202}",21.0807,21726.09,1426.7688,5,out and back,2,4.5,76,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",i
10040340,Alta Peak Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.59662, 'lng': -118.73442}",20.9358,23979.166,1238.7072,7,out and back,2,4.5,162,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'cross-country-skiing']",i
10259802,Mineral King to Eagle Lake Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.44886, 'lng': -118.59542}",20.7941,10460.71,674.8272,3,out and back,3,5,127,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['hiking', 'trail-running']",i
10235993,Big Trees Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.56465, 'lng': -118.77323}",20.6906,2092.142,36.8808,1,loop,3,4.5,109,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10026955,Giant Forest Loop Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.58499, 'lng': -118.74953}",20.6381,11265.38,390.7536,1,loop,1,5,87,"['dogs-no', 'forest', 'kids']","['hiking', 'trail-running']",i
10028648,Wapama Falls Trail,Yosemite National Park,Long Barn,California,United States,"{'lat': 37.94641, 'lng': -119.7873}",20.256,7402.964,290.7792,3,out and back,2,4.5,230,"['dogs-no', 'forest', 'historic-site', 'lake', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10236017,Mesquite Flat Sand Dunes Trail,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.60611, 'lng': -117.1151}",20.2433,4506.152,62.7888,1,out and back,1,4.5,176,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10235899,Cholla Cactus Garden Nature Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 33.92531, 'lng': -115.92893}",20.2298,321.868,1.8288,1,loop,1,4,217,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10236155,Kings Creek Falls Trail,Lassen Volcanic National Park,Old Station,California,United States,"{'lat': 40.46067, 'lng': -121.4593}",19.9753,4345.218,143.8656,3,out and back,2,4.5,242,"['dogs-no', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10261348,Yosemite Point,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.742490000000004, 'lng': -119.60237}",19.9437,13679.39,1107.948,5,out and back,1,5,172,"['dogs-no', 'forest', 'views', 'waterfall', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips']",i
10026896,Tuolumne Grove Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.75803, 'lng': -119.80482}",19.7137,5149.888,223.7232,3,out and back,2,4,270,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10242664,Crystal Cave Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.58576, 'lng': -118.82695}",19.6895,1287.472,88.6968,3,out and back,2,4.5,87,"['cave', 'dogs-no', 'forest', 'kids', 'partially-paved', 'river', 'waterfall']","['hiking', 'walking']",i
10037534,Lady Bird Johnson Grove Trail,Redwood National Park,Orick,California,United States,"{'lat': 41.30386, 'lng': -124.01845}",19.4001,2092.142,22.86,1,loop,3,4.5,250,"['dogs-no', 'forest', 'kids', 'wild-flowers', 'wildlife']","['birding', 'nature-trips', 'walking']",i
10036246,Heather Lake via Watchtower Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.59655, 'lng': -118.73424}",19.3999,13035.654,643.7376,3,out and back,2,4.5,141,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'horseback-riding']",i
10029986,Cinder Cone Nature Trail,Lassen Volcanic National Park,Old Station,California,United States,"{'lat': 40.56491, 'lng': -121.30184}",19.1894,7724.832,317.9064,5,loop,2,5,197,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10032060,Mount Dana Summit Trail,Yosemite National Park,Lee Vining,California,United States,"{'lat': 37.91082, 'lng': -119.25758}",19.0574,11265.38,945.7944,5,out and back,2,5,167,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'rock-climbing']",i
10029819,Zumwalt Meadow And Roaring River Falls,Sequoia and Kings Canyon National Parks,Stony Creek Village,California,United States,"{'lat': 36.78362, 'lng': -118.62215}",19.0297,6437.36,88.6968,1,loop,1,4.5,93,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'walking', 'fly-fishing']",i
10035907,Old Pinnacles Trail Loop,Pinnacles National Park,Soledad,California,United States,"{'lat': 36.49183, 'lng': -121.2096}",18.9167,15288.73,527.9136,3,loop,3,4.5,111,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing']",i
10031884,Willow Hole Trail,Joshua Tree National Park,Joshua Tree,California,United States,"{'lat': 34.04111, 'lng': -116.18577}",18.8592,10943.512,74.9808,3,out and back,2,4.5,205,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10007086,High Sierra Trail: Crescent Meadow to Whitney Portal,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.55468, 'lng': -118.74879}",18.839,94951.06,4716.78,5,point to point,3,5,81,"['dogs-no', 'forest', 'lake', 'hot-springs', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips', 'fly-fishing']",i
10041400,Paradise Valley Trail,Sequoia and Kings Canyon National Parks,Hume,California,United States,"{'lat': 36.79469, 'lng': -118.58292}",18.814,27519.714,905.8656,3,out and back,2,5,55,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'walking']",i
10111782,Mount Hoffman Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.83276, 'lng': -119.49091}",18.7667,9012.304,582.7776,5,out and back,2,5,103,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
10004744,Twin Lakes Trail,Sequoia and Kings Canyon National Parks,Stony Creek Village,California,United States,"{'lat': 36.60461, 'lng': -118.72521}",18.685,21082.354,986.9424,5,out and back,2,4.5,105,"['dogs-no', 'forest', 'lake', 'views', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10033119,Tenaya Lake Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.82576, 'lng': -119.47008}",18.544,5471.756,59.7408,1,out and back,2,4.5,59,"['beach', 'dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10027108,Brokeoff Mountain Trail,Lassen Volcanic National Park,Mill Creek,California,United States,"{'lat': 40.43107, 'lng': -121.53624}",18.4314,12230.984,786.9936,5,out and back,1,5,185,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i
10034011,Zabriskie Point,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.42095, 'lng': -116.80986}",18.3978,643.736,15.8496,1,out and back,2,4.5,147,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10028494,Mastodon Peak Loop Trail,Joshua Tree National Park,Mecca,California,United States,"{'lat': 33.73697, 'lng': -115.8107}",18.2913,3862.416,111.8616,1,loop,2,4.5,160,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
10026938,Redwood Canyon Sugar Bowl Trail,Sequoia and Kings Canyon National Parks,Stony Creek Village,California,United States,"{'lat': 36.70761, 'lng': -118.92096}",18.2809,17541.806,665.988,3,loop,2,4.5,99,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10026957,Crescent and Log Meadows Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.55471, 'lng': -118.74888}",18.2791,2896.812,62.7888,1,loop,2,4.5,118,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10258341,Bear Gulch Day Use Area to Reservoir via Rim Trail,Pinnacles National Park,Paicines,California,United States,"{'lat': 36.48131, 'lng': -121.18169}",18.2277,2896.812,134.7216,3,loop,2,4.5,193,"['cave', 'dogs-no', 'forest', 'lake', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i
10252968,Split Rock Loop Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.00947, 'lng': -116.05576}",18.0666,3057.746,76.8096,1,loop,2,4.5,198,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10235919,Sentinel Meadow Cook's Meadow Loop Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.74439, 'lng': -119.5978}",18.0573,3540.548,25.908,1,loop,3,4.5,86,"['dogs-leash', 'forest', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10111890,Black Rock Canyon to Panorama Loop Trail,Joshua Tree National Park,Yucca Valley,California,United States,"{'lat': 34.0752, 'lng': -116.38802}",17.7647,10299.776,363.9312,3,loop,2,4.5,175,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10034225,Mineral King to Little Five Lakes Trail,Sequoia and Kings Canyon National Parks,Three Rivers,California,United States,"{'lat': 36.45329, 'lng': -118.59677}",17.7092,44578.718,2858.7192,5,loop,2,4.5,55,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips']",i
10235927,Illilouette Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.72713, 'lng': -119.57432}",17.689,7885.766,442.8744,3,out and back,2,4.5,112,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10027315,Dante's View Trail,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.22072, 'lng': -116.72648}",17.5667,2574.944,109.728,1,out and back,2,4.5,102,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'walking']",i
10027540,Big Baldy Ridge Trail,Sequoia and Kings Canyon National Parks,Stony Creek Village,California,United States,"{'lat': 36.69705, 'lng': -118.87877}",17.4117,8851.37,423.9768,3,loop,1,4.5,110,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10031434,Tuolumne Meadows to Glen Aulin High Sierra Camp,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.87679, 'lng': -119.34612}",17.3657,19473.014,365.76,3,out and back,2,4.5,93,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'walking', 'horseback-riding', 'fly-fishing']",i
10033216,Telescope Peak Trail,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.22988, 'lng': -117.06829}",17.1872,19312.08,1012.8504,5,out and back,1,4.5,101,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i
10036262,Mount Langley,Sequoia and Kings Canyon National Parks,Lone Pine,California,United States,"{'lat': 36.45331, 'lng': -118.16974}",16.8261,33796.14,1349.9592,5,out and back,2,4.5,111,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'rock-climbing']",i
